date,id,name,y_items,y_actual_cost,total_list_size
2022-06-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",220,89751.27,9034624
2022-06-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",205,89049.73,7095360
2022-06-01,Y58,"SOUTH WEST COMMISSIONING REGION",195,107153.92,6006933
2022-06-01,Y59,"SOUTH EAST COMMISSIONING REGION",312,191827.63,9599810
2022-07-01,Y62,"NORTH WEST COMMISSIONING REGION",131,57602.81,7710089
2022-07-01,Y56,"LONDON COMMISSIONING REGION",199,127036.2,10697223
2022-07-01,Y60,"MIDLANDS COMMISSIONING REGION",219,78922.09,11599656
2022-07-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",224,78381.93,9035267
2022-07-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",202,86303.9,7104254
2022-07-01,Y58,"SOUTH WEST COMMISSIONING REGION",181,106318.12,6011587
2022-07-01,Y59,"SOUTH EAST COMMISSIONING REGION",316,213323.02,9609875
2022-08-01,Y62,"NORTH WEST COMMISSIONING REGION",103,26061.83,7714918
2022-08-01,Y56,"LONDON COMMISSIONING REGION",159,62719.69,10710176
2022-08-01,Y60,"MIDLANDS COMMISSIONING REGION",236,70339.99,11605875
2022-08-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",219,54951.58,9036981
2022-08-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",198,45367.64,7111137
2022-08-01,Y58,"SOUTH WEST COMMISSIONING REGION",205,77123.25,6014193
2022-08-01,Y59,"SOUTH EAST COMMISSIONING REGION",331,156341.8,9616291
2022-09-01,Y62,"NORTH WEST COMMISSIONING REGION",129,38543,7720914
2022-09-01,Y56,"LONDON COMMISSIONING REGION",182,85803.28,10721755
2022-09-01,Y60,"MIDLANDS COMMISSIONING REGION",250,69188.38,11617971
2022-09-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",228,63597.21,9041415
2022-09-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",207,53565.09,7119310
2022-09-01,Y59,"SOUTH EAST COMMISSIONING REGION",324,159404.86,9626061
2022-09-01,Y58,"SOUTH WEST COMMISSIONING REGION",205,78328.74,6018753
2022-10-01,Y62,"NORTH WEST COMMISSIONING REGION",108,31459.85,7732308
2022-10-01,Y56,"LONDON COMMISSIONING REGION",179,78809.3,10737497
2022-10-01,Y60,"MIDLANDS COMMISSIONING REGION",250,71290.27,11641961
2022-10-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",222,58772.59,9060308
2022-10-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",211,50503.2,7124780
2022-10-01,Y58,"SOUTH WEST COMMISSIONING REGION",182,91117.28,6026204
2022-10-01,Y59,"SOUTH EAST COMMISSIONING REGION",326,168860.44,9640832
2022-11-01,Y62,"NORTH WEST COMMISSIONING REGION",118,37081.56,7747822
2022-11-01,Y56,"LONDON COMMISSIONING REGION",192,77839.99,10770140
2022-11-01,Y60,"MIDLANDS COMMISSIONING REGION",250,70279.68,11666159
2022-11-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",239,54552.87,9082670
2022-11-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",194,46427.35,7137624
2022-11-01,Y59,"SOUTH EAST COMMISSIONING REGION",329,144309.39,9658790
2022-11-01,Y58,"SOUTH WEST COMMISSIONING REGION",219,93619.49,6034823
2022-12-01,Y56,"LONDON COMMISSIONING REGION",168,82036.85,10797028
2022-12-01,Y62,"NORTH WEST COMMISSIONING REGION",121,30141.29,7758871
2022-12-01,Y60,"MIDLANDS COMMISSIONING REGION",238,76854.15,11686306
2022-12-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",234,65201.09,9093747
2022-12-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",215,49103.06,7148133
2022-12-01,Y58,"SOUTH WEST COMMISSIONING REGION",207,92448.46,6041563
2022-12-01,Y59,"SOUTH EAST COMMISSIONING REGION",334,152766.06,9671305
2023-01-01,Y62,"NORTH WEST COMMISSIONING REGION",120,39458.43,7762914
2023-01-01,Y56,"LONDON COMMISSIONING REGION",200,86429.71,10809783
2023-01-01,Y60,"MIDLANDS COMMISSIONING REGION",240,51103.06,11695769
2023-01-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",231,54035.89,9097409
2023-01-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",210,50681.8,7153749
2023-01-01,Y58,"SOUTH WEST COMMISSIONING REGION",222,97626.28,6045664
2023-01-01,Y59,"SOUTH EAST COMMISSIONING REGION",359,170505.3,9675361
2023-02-01,Y62,"NORTH WEST COMMISSIONING REGION",103,32657.53,7770596
2023-02-01,Y56,"LONDON COMMISSIONING REGION",151,65773.65,10827701
2023-02-01,Y60,"MIDLANDS COMMISSIONING REGION",212,65713.69,11708347
2023-02-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",177,46086.66,7163093
2023-02-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",227,58691.15,9104690
2023-02-01,Y59,"SOUTH EAST COMMISSIONING REGION",275,145854.62,9684212
2023-02-01,Y58,"SOUTH WEST COMMISSIONING REGION",215,73477,6050765
2023-03-01,Y62,"NORTH WEST COMMISSIONING REGION",109,34114.7,7777533
2023-03-01,Y56,"LONDON COMMISSIONING REGION",186,84283.15,10840193
2023-03-01,Y60,"MIDLANDS COMMISSIONING REGION",272,76878.96,11722730
2023-03-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",242,70407.77,9113047
2023-03-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",210,47635.72,7171251
2023-03-01,Y58,"SOUTH WEST COMMISSIONING REGION",221,90343.34,6053871
2023-03-01,Y59,"SOUTH EAST COMMISSIONING REGION",386,146312.28,9689907
2023-04-01,Y62,"NORTH WEST COMMISSIONING REGION",92,29251.25,7782911
2023-04-01,Y56,"LONDON COMMISSIONING REGION",181,75741.82,10850155
2023-04-01,Y60,"MIDLANDS COMMISSIONING REGION",231,69474.11,11736336
2023-04-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",214,44100.47,9118172
2023-04-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",184,47060.88,7177986
2023-04-01,Y59,"SOUTH EAST COMMISSIONING REGION",265,143264.43,9694558
2023-04-01,Y58,"SOUTH WEST COMMISSIONING REGION",193,94633.83,6057141
2023-05-01,Y62,"NORTH WEST COMMISSIONING REGION",100,24682.43,7788532
2023-05-01,Y56,"LONDON COMMISSIONING REGION",204,85338.92,10855197
2023-05-01,Y60,"MIDLANDS COMMISSIONING REGION",237,65320.11,11745819
2023-05-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",241,58722.27,9122170
2023-05-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",208,51968.9,7181942
2023-05-01,Y59,"SOUTH EAST COMMISSIONING REGION",319,159763.49,9700457
2023-05-01,Y58,"SOUTH WEST COMMISSIONING REGION",239,85131.41,6059186
2023-06-01,Y62,"NORTH WEST COMMISSIONING REGION",113,34651.57,7797392
2023-06-01,Y56,"LONDON COMMISSIONING REGION",226,91608.73,10869769
2023-06-01,Y60,"MIDLANDS COMMISSIONING REGION",245,64619.28,11759783
2023-06-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",229,62100.25,9127911
2023-06-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",198,45222.78,7190761
2023-06-01,Y59,"SOUTH EAST COMMISSIONING REGION",279,158493.87,9708118
2023-06-01,Y58,"SOUTH WEST COMMISSIONING REGION",228,103763.85,6062644
2023-07-01,Y62,"NORTH WEST COMMISSIONING REGION",103,24217.14,7805156
2023-07-01,Y56,"LONDON COMMISSIONING REGION",187,69258.59,10885612
2023-07-01,Y60,"MIDLANDS COMMISSIONING REGION",240,70604.75,11772480
2023-07-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",237,55028.84,9132159
2023-07-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",212,50290.45,7200534
2023-07-01,Y59,"SOUTH EAST COMMISSIONING REGION",308,128254.72,9717283
2023-07-01,Y58,"SOUTH WEST COMMISSIONING REGION",215,68101.03,6067324
2023-08-01,Y62,"NORTH WEST COMMISSIONING REGION",103,23738.68,7811759
2023-08-01,Y56,"LONDON COMMISSIONING REGION",195,77330.61,10903685
2023-08-01,Y60,"MIDLANDS COMMISSIONING REGION",250,71009.27,11786106
2023-08-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",238,55132.56,9137206
2023-08-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",194,41057.99,7211002
2023-08-01,Y59,"SOUTH EAST COMMISSIONING REGION",313,151899.55,9725435
2023-08-01,Y58,"SOUTH WEST COMMISSIONING REGION",210,89870.09,6070759
