date,id,name,y_items,y_actual_cost,total_list_size
2022-04-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",703592,895385.58,9028252
2022-05-01,Y56,"LONDON COMMISSIONING REGION",359610,540569.74,10669364
2022-05-01,Y59,"SOUTH EAST COMMISSIONING REGION",547602,885490.15,9588746
2022-05-01,Y60,"MIDLANDS COMMISSIONING REGION",763713,1075919.92,11581053
2022-05-01,Y58,"SOUTH WEST COMMISSIONING REGION",396112,572421.7,6001148
2022-05-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",486177,673709.81,7087594
2022-05-01,Y62,"NORTH WEST COMMISSIONING REGION",580181,790933.79,7696325
2022-05-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",737656,944601.22,9029573
2022-06-01,Y56,"LONDON COMMISSIONING REGION",352192,531982.1,10682806
2022-06-01,Y59,"SOUTH EAST COMMISSIONING REGION",531307,859205.73,9599810
2022-06-01,Y58,"SOUTH WEST COMMISSIONING REGION",383933,558076.73,6006933
2022-06-01,Y60,"MIDLANDS COMMISSIONING REGION",741361,1049666.44,11591465
2022-06-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",474823,653570.26,7095360
2022-06-01,Y62,"NORTH WEST COMMISSIONING REGION",570549,780362,7703482
2022-06-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",718144,919813.2,9034624
2022-07-01,Y56,"LONDON COMMISSIONING REGION",349552,824968.39,10697223
2022-07-01,Y59,"SOUTH EAST COMMISSIONING REGION",527422,1388386.88,9609875
2022-07-01,Y58,"SOUTH WEST COMMISSIONING REGION",381101,953886.85,6011587
2022-07-01,Y60,"MIDLANDS COMMISSIONING REGION",738102,1746692.87,11599656
2022-07-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",470211,1113257.85,7104254
2022-07-01,Y62,"NORTH WEST COMMISSIONING REGION",566367,1236138.33,7710089
2022-07-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",715492,1511692.76,9035267
2022-08-01,Y56,"LONDON COMMISSIONING REGION",355659,800598.55,10710176
2022-08-01,Y59,"SOUTH EAST COMMISSIONING REGION",541716,1370328.79,9616291
2022-08-01,Y58,"SOUTH WEST COMMISSIONING REGION",394416,943421.89,6014193
2022-08-01,Y60,"MIDLANDS COMMISSIONING REGION",762388,1720032.29,11605875
2022-08-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",483893,1082221.99,7111137
2022-08-01,Y62,"NORTH WEST COMMISSIONING REGION",580800,1205601.29,7714918
2022-08-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",738253,1489747.79,9036981
2022-09-01,Y56,"LONDON COMMISSIONING REGION",358109,796426.19,10721755
2022-09-01,Y59,"SOUTH EAST COMMISSIONING REGION",537740,1349283.88,9626061
2022-09-01,Y58,"SOUTH WEST COMMISSIONING REGION",390907,916579.63,6018753
2022-09-01,Y60,"MIDLANDS COMMISSIONING REGION",758040,1677485.45,11617971
2022-09-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",483567,1058833.76,7119310
2022-09-01,Y62,"NORTH WEST COMMISSIONING REGION",578827,1178330.42,7720914
2022-09-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",730473,1441871.88,9041415
2022-10-01,Y56,"LONDON COMMISSIONING REGION",356279,690521.77,10737497
2022-10-01,Y59,"SOUTH EAST COMMISSIONING REGION",535935,1159650.08,9640832
2022-10-01,Y60,"MIDLANDS COMMISSIONING REGION",743545,1429185.06,11641961
2022-10-01,Y58,"SOUTH WEST COMMISSIONING REGION",388073,774691.64,6026204
2022-10-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",474285,887630.27,7124780
2022-10-01,Y62,"NORTH WEST COMMISSIONING REGION",568021,1020598.96,7732308
2022-10-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",725673,1253843.43,9060308
2022-11-01,Y56,"LONDON COMMISSIONING REGION",358910,670833.3,10770140
2022-11-01,Y59,"SOUTH EAST COMMISSIONING REGION",545982,1129997.54,9658790
2022-11-01,Y60,"MIDLANDS COMMISSIONING REGION",767928,1413981.66,11666159
2022-11-01,Y58,"SOUTH WEST COMMISSIONING REGION",397734,764393.51,6034823
2022-11-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",486295,872770.99,7137624
2022-11-01,Y62,"NORTH WEST COMMISSIONING REGION",581365,994069.26,7747822
2022-11-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",739992,1216850.95,9082670
2022-12-01,Y56,"LONDON COMMISSIONING REGION",358740,663058.53,10797028
2022-12-01,Y59,"SOUTH EAST COMMISSIONING REGION",543269,1116181.02,9671305
2022-12-01,Y58,"SOUTH WEST COMMISSIONING REGION",392102,742069.97,6041563
2022-12-01,Y60,"MIDLANDS COMMISSIONING REGION",764071,1388298.87,11686306
2022-12-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",483427,856563,7148133
2022-12-01,Y62,"NORTH WEST COMMISSIONING REGION",584439,989656.15,7758871
2022-12-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",740489,1197076.73,9093747
2023-01-01,Y56,"LONDON COMMISSIONING REGION",362284,734472.97,10809783
2023-01-01,Y59,"SOUTH EAST COMMISSIONING REGION",549208,1231695.33,9675361
2023-01-01,Y58,"SOUTH WEST COMMISSIONING REGION",395541,821887.14,6045664
2023-01-01,Y60,"MIDLANDS COMMISSIONING REGION",770803,1551217.42,11695769
2023-01-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",488779,951602.8,7153749
2023-01-01,Y62,"NORTH WEST COMMISSIONING REGION",584911,1107422.34,7762914
2023-01-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",745287,1366055.34,9097409
2023-02-01,Y56,"LONDON COMMISSIONING REGION",335683,628653.49,10827701
2023-02-01,Y59,"SOUTH EAST COMMISSIONING REGION",502338,1032238.23,9684212
2023-02-01,Y58,"SOUTH WEST COMMISSIONING REGION",365639,701293.22,6050765
2023-02-01,Y60,"MIDLANDS COMMISSIONING REGION",709807,1310494.5,11708347
2023-02-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",450492,804929.71,7163093
2023-02-01,Y62,"NORTH WEST COMMISSIONING REGION",538408,931238.19,7770596
2023-02-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",684003,1126341.72,9104690
2023-03-01,Y56,"LONDON COMMISSIONING REGION",381562,710907.09,10840193
2023-03-01,Y59,"SOUTH EAST COMMISSIONING REGION",574269,1185581.28,9689907
2023-03-01,Y58,"SOUTH WEST COMMISSIONING REGION",417177,801337.98,6053871
2023-03-01,Y60,"MIDLANDS COMMISSIONING REGION",810280,1481071.95,11722730
2023-03-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",514757,922789.87,7171251
2023-03-01,Y62,"NORTH WEST COMMISSIONING REGION",621231,1067901.75,7777533
2023-03-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",781391,1287323.48,9113047
2023-04-01,Y56,"LONDON COMMISSIONING REGION",343550,645809.69,10850155
2023-04-01,Y59,"SOUTH EAST COMMISSIONING REGION",517288,1080655.13,9694558
2023-04-01,Y60,"MIDLANDS COMMISSIONING REGION",718592,1341907.97,11736336
2023-04-01,Y58,"SOUTH WEST COMMISSIONING REGION",373412,726641.26,6057141
2023-04-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",459006,829490.95,7177986
2023-04-01,Y62,"NORTH WEST COMMISSIONING REGION",550444,965876.47,7782911
2023-04-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",700050,1178474.45,9118172
2023-05-01,Y56,"LONDON COMMISSIONING REGION",366729,690960.06,10855197
2023-05-01,Y59,"SOUTH EAST COMMISSIONING REGION",552133,1148726.79,9700457
2023-05-01,Y58,"SOUTH WEST COMMISSIONING REGION",394208,763166.07,6059186
2023-05-01,Y60,"MIDLANDS COMMISSIONING REGION",775886,1439912.54,11745819
2023-05-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",490891,877837.52,7181942
2023-05-01,Y62,"NORTH WEST COMMISSIONING REGION",585560,1021491.72,7788532
2023-05-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",745933,1249750,9122170
2023-06-01,Y56,"LONDON COMMISSIONING REGION",370113,691816.47,10869769
2023-06-01,Y59,"SOUTH EAST COMMISSIONING REGION",557541,1149873.41,9708118
2023-06-01,Y58,"SOUTH WEST COMMISSIONING REGION",401410,775473.71,6062644
2023-06-01,Y60,"MIDLANDS COMMISSIONING REGION",786797,1452005.63,11759783
2023-06-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",496365,887576.88,7190761
2023-06-01,Y62,"NORTH WEST COMMISSIONING REGION",595813,1035391.07,7797392
2023-06-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",762734,1272091.76,9127911
2023-07-01,Y56,"LONDON COMMISSIONING REGION",367647,622112.34,10885612
2023-07-01,Y59,"SOUTH EAST COMMISSIONING REGION",544064,1020317.35,9717283
2023-07-01,Y58,"SOUTH WEST COMMISSIONING REGION",391991,688816.71,6067324
2023-07-01,Y60,"MIDLANDS COMMISSIONING REGION",764641,1279418.5,11772480
2023-07-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",485420,780793.34,7200534
2023-07-01,Y62,"NORTH WEST COMMISSIONING REGION",582539,921712.68,7805156
2023-07-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",739628,1120922.2,9132159
2023-08-01,Y56,"LONDON COMMISSIONING REGION",365809,613790.38,10903685
2023-08-01,Y59,"SOUTH EAST COMMISSIONING REGION",550928,1030148.6,9725435
2023-08-01,Y58,"SOUTH WEST COMMISSIONING REGION",399113,694687.72,6070759
2023-08-01,Y60,"MIDLANDS COMMISSIONING REGION",779823,1301263.15,11786106
2023-08-01,Y61,"EAST OF ENGLAND COMMISSIONING REGION",491968,792661.8,7211002
2023-08-01,Y62,"NORTH WEST COMMISSIONING REGION",594634,937539.91,7811759
2023-08-01,Y63,"NORTH EAST AND YORKSHIRE COMMISSIONING REGION",755717,1141594.07,9137206
